1	2	0.461434
1	3	0.473926
1	4	0.490009
1	5	0.510066
1	6	0.509645
1	7	0.438334
1	8	0.398526
1	9	0.376336
1	10	0.325467
1	11	0.289752

2	2	0.438420
2	3	0.449969
2	4	0.465843
2	5	0.482594
2	6	0.482437
2	7	0.423110
2	8	0.396565
2	9	0.358088
2	10	0.314794
2	11	0.277481

3	2	0.407822
3	3	0.419028
3	4	0.432446
3	5	0.447474
3	6	0.447083
3	7	0.409272
3	8	0.369274
3	9	0.339548
3	10	0.296448
3	11	0.259724

4	2	0.377222
4	3	0.386033
4	4	0.397737
4	5	0.411149
4	6	0.422722
4	7	0.385366
4	8	0.350622
4	9	0.318208
4	10	0.278033
4	11	0.241412

5	2	0.352837
5	3	0.360498
5	4	0.369759
5	5	0.393549
5	6	0.388155
5	7	0.369807
5	8	0.339485
5	9	0.306489
5	10	0.267220
5	11	0.229943

6	2	0.312080
6	3	0.318648
6	4	0.337885
6	5	0.343880
6	6	0.345037
6	7	0.327190
6	8	0.310181
6	9	0.281335
6	10	0.246187
6	11	0.206095

7	2	0.260915
7	3	0.277782
7	4	0.280487
7	5	0.289295
7	6	0.291019
7	7	0.276546
7	8	0.261150
7	9	0.246038
7	10	0.214642
7	11	0.173745

8	2	0.214549
8	3	0.215337
8	4	0.221674
8	5	0.229572
8	6	0.230218
8	7	0.221070
8	8	0.209232
8	9	0.195813
8	10	0.176824
8	11	0.135295

9	2	0.154371
9	3	0.158630
9	4	0.163673
9	5	0.170166
9	6	0.171074
9	7	0.167870
9	8	0.158700
9	9	0.148077
9	10	0.131450
9	11	0.104863

10	2	0.477673
10	3	0.491459
10	4	0.509023
10	5	0.527066
10	6	0.531406
10	7	0.454187
10	8	0.415222
10	9	0.380620
10	10	0.346923
10	11	0.293299

