4	2	0.432159
4	3	0.442446
4	4	0.455417
4	5	0.477891
4	6	0.471683
4	7	0.399660
4	8	0.371433
4	9	0.338773
4	10	0.287496
4	11	0.271911

5	2	0.407642
5	3	0.415525
5	4	0.428972
5	5	0.446725
5	6	0.443131
5	7	0.397941
5	8	0.363531
5	9	0.326005
5	10	0.278995
5	11	0.259997

6	2	0.375402
6	3	0.383404
6	4	0.394297
6	5	0.410641
6	6	0.420401
6	7	0.378370
6	8	0.341853
6	9	0.308126
6	10	0.265568
6	11	0.243133

7	2	0.343842
7	3	0.351866
7	4	0.362330
7	5	0.386315
7	6	0.389255
7	7	0.362917
7	8	0.326380
7	9	0.293770
7	10	0.251229
7	11	0.225951

8	2	0.310797
8	3	0.317501
8	4	0.336916
8	5	0.352365
8	6	0.351519
8	7	0.330882
8	8	0.310118
8	9	0.275742
8	10	0.236640
8	11	0.207105

9	2	0.265703
9	3	0.282038
9	4	0.291340
9	5	0.301618
9	6	0.301303
9	7	0.284790
9	8	0.267473
9	9	0.248073
9	10	0.209873
9	11	0.177939

10	2	0.223139
10	3	0.229971
10	4	0.235973
10	5	0.243901
10	6	0.243301
10	7	0.230224
10	8	0.216670
10	9	0.202183
10	10	0.179000
10	11	0.142255

11	2	0.155793
11	3	0.160223
11	4	0.165487
11	5	0.172015
11	6	0.171742
11	7	0.163990
11	8	0.152976
11	9	0.140771
11	10	0.123721
11	11	0.103052

12	2	0.128751
12	3	0.132249
12	4	0.136595
12	5	0.141500
12	6	0.143206
12	7	0.141728
12	8	0.134101
12	9	0.124512
12	10	0.107018
12	11	0.087252

13	2	0.102818
13	3	0.106336
13	4	0.109656
13	5	0.113827
13	6	0.115782
13	7	0.117929
13	8	0.112909
13	9	0.102180
13	10	0.087743
13	11	0.070106

14	2	0.080809
14	3	0.083517
14	4	0.086111
14	5	0.090349
14	6	0.093174
14	7	0.097585
14	8	0.091220
14	9	0.082967
14	10	0.071532
14	11	0.055440

15	2	0.060579
15	3	0.063426
15	4	0.065886
15	5	0.070458
15	6	0.073509
15	7	0.076116
15	8	0.071987
15	9	0.065548
15	10	0.055848
15	11	0.042033

16	2	0.043271
16	3	0.045372
16	4	0.048572
16	5	0.052679
16	6	0.052370
16	7	0.055261
16	8	0.053691
16	9	0.049153
16	10	0.042302
16	11	0.029496

17	2	0.025728
17	3	0.027941
17	4	0.031185
17	5	0.031432
17	6	0.031485
17	7	0.033001
17	8	0.033068
17	9	0.031174
17	10	0.026352
17	11	0.016828

18	2	0.013111
18	3	0.016314
18	4	0.016175
18	5	0.016375
18	6	0.016424
18	7	0.017019
18	8	0.017128
18	9	0.016974
18	10	0.014873
18	11	0.008128

19	2	0.004588
19	3	0.004555
19	4	0.004560
19	5	0.004601
19	6	0.004611
19	7	0.004746
19	8	0.004753
19	9	0.004799
19	10	0.004513
19	11	0.001680

20	2	0.000000
20	3	0.000000
20	4	0.000000
20	5	0.000000
20	6	0.000000
20	7	0.000000
20	8	0.000000
20	9	0.000000
20	10	0.000000
20	11	0.000000

