4	2	0.415428
4	3	0.432866
4	4	0.458816
4	5	0.502502
4	6	0.485057
4	7	0.290255
4	8	0.265733
4	9	0.260532
4	10	0.225575
4	11	0.244572

5	2	0.414039
5	3	0.433541
5	4	0.467654
5	5	0.503800
5	6	0.486355
5	7	0.291339
5	8	0.266028
5	9	0.255854
5	10	0.226087
5	11	0.244627

6	2	0.414183
6	3	0.441079
6	4	0.471769
6	5	0.505115
6	6	0.487890
6	7	0.291806
6	8	0.262845
6	9	0.254804
6	10	0.226236
6	11	0.244594

7	2	0.418113
7	3	0.443571
7	4	0.473870
7	5	0.506645
7	6	0.488473
7	7	0.289575
7	8	0.261585
7	9	0.254194
7	10	0.226113
7	11	0.243966

8	2	0.421393
8	3	0.445256
8	4	0.475423
8	5	0.505988
8	6	0.484352
8	7	0.287149
8	8	0.260580
8	9	0.252853
8	10	0.225213
8	11	0.248973

9	2	0.422514
9	3	0.447048
9	4	0.475416
9	5	0.501122
9	6	0.480251
9	7	0.285745
9	8	0.258762
9	9	0.251293
9	10	0.228698
9	11	0.251447

10	2	0.423271
10	3	0.446727
10	4	0.471280
10	5	0.496766
10	6	0.476412
10	7	0.283612
10	8	0.257069
10	9	0.253733
10	10	0.230783
10	11	0.253204

11	2	0.423612
11	3	0.443873
11	4	0.468624
11	5	0.494163
11	6	0.473591
11	7	0.281440
11	8	0.258783
11	9	0.254567
11	10	0.231669
11	11	0.253836

12	2	0.416160
12	3	0.435050
12	4	0.459946
12	5	0.489021
12	6	0.469786
12	7	0.286388
12	8	0.262566
12	9	0.257762
12	10	0.232036
12	11	0.252842

13	2	0.414840
13	3	0.437060
13	4	0.463703
13	5	0.489032
13	6	0.469270
13	7	0.286468
13	8	0.262318
13	9	0.255788
13	10	0.232469
13	11	0.253634

14	2	0.415077
14	3	0.438892
14	4	0.463686
14	5	0.488646
14	6	0.468712
14	7	0.286323
14	8	0.260497
14	9	0.256470
14	10	0.232568
14	11	0.254460

15	2	0.419220
15	3	0.438907
15	4	0.462792
15	5	0.487127
15	6	0.466586
15	7	0.283541
15	8	0.260503
15	9	0.256868
15	10	0.233713
15	11	0.254481

16	2	0.417262
16	3	0.436749
16	4	0.460859
16	5	0.484134
16	6	0.458010
16	7	0.282764
16	8	0.260560
16	9	0.256180
16	10	0.232444
16	11	0.262347

17	2	0.415445
17	3	0.434564
17	4	0.456691
17	5	0.474978
17	6	0.456039
17	7	0.280592
17	8	0.259738
17	9	0.254621
17	10	0.240472
17	11	0.260660

18	2	0.536176
18	3	0.547052
18	4	0.563699
18	5	0.576937
18	6	0.594211
18	7	0.637086
18	8	0.380724
18	9	0.361190
18	10	0.348831
18	11	0.359711

19	2	0.658081
19	3	0.661210
19	4	0.670278
19	5	0.693433
19	6	0.698192
19	7	0.776352
19	8	0.731241
19	9	0.465582
19	10	0.463686
19	11	0.468302

20	2	0.772674
20	3	0.777213
20	4	0.783979
20	5	0.802319
20	6	0.804984
20	7	0.848316
20	8	0.863256
20	9	0.814144
20	10	0.580618
20	11	0.576748

