1	2	0.405045
1	3	0.424093
1	4	0.449575
1	5	0.482358
1	6	0.479301
1	7	0.289143
1	8	0.264206
1	9	0.259264
1	10	0.230772
1	11	0.230949

2	2	0.404309
2	3	0.424202
2	4	0.458229
2	5	0.483718
2	6	0.480577
2	7	0.290003
2	8	0.264909
2	9	0.254546
2	10	0.231218
2	11	0.230876

3	2	0.404425
3	3	0.432861
3	4	0.460038
3	5	0.485063
3	6	0.481903
3	7	0.290695
3	8	0.260368
3	9	0.254850
3	10	0.231073
3	11	0.231636

4	2	0.413361
4	3	0.434505
4	4	0.461218
4	5	0.486221
4	6	0.482111
4	7	0.285627
4	8	0.260175
4	9	0.255320
4	10	0.231833
4	11	0.229936

5	2	0.412364
5	3	0.433669
5	4	0.460315
5	5	0.484142
5	6	0.469271
5	7	0.283659
5	8	0.259195
5	9	0.253772
5	10	0.228879
5	11	0.242401

6	2	0.534204
6	3	0.549441
6	4	0.574038
6	5	0.578891
6	6	0.586400
6	7	0.654958
6	8	0.382469
6	9	0.367374
6	10	0.330232
6	11	0.341149

7	2	0.659031
7	3	0.671666
7	4	0.668677
7	5	0.694136
7	6	0.694168
7	7	0.774945
7	8	0.755340
7	9	0.465691
7	10	0.444979
7	11	0.449595

8	2	0.782211
8	3	0.776539
8	4	0.784159
8	5	0.803627
8	6	0.800737
8	7	0.851898
8	8	0.861664
8	9	0.834553
8	10	0.561910
8	11	0.556340

9	2	0.887813
9	3	0.892503
9	4	0.892401
9	5	0.899984
9	6	0.902210
9	7	0.927412
9	8	0.930745
9	9	0.938535
9	10	0.901559
9	11	0.666775

10	2	0.394381
10	3	0.414230
10	4	0.440328
10	5	0.462698
10	6	0.473133
10	7	0.287694
10	8	0.262654
10	9	0.257223
10	10	0.235284
10	11	0.216782

