1	2	0.505753
1	3	0.521538
1	4	0.542064
1	5	0.567412
1	6	0.564726
1	7	0.445670
1	8	0.404442
1	9	0.389021
1	10	0.338880
1	11	0.312544

2	2	0.505346
2	3	0.521523
2	4	0.545409
2	5	0.567046
2	6	0.564616
2	7	0.445570
2	8	0.419169
2	9	0.384021
2	10	0.339280
2	11	0.312621

3	2	0.500533
3	3	0.520427
3	4	0.541701
3	5	0.562669
3	6	0.560321
3	7	0.449822
3	8	0.404295
3	9	0.380317
3	10	0.334943
3	11	0.309115

4	2	0.499775
4	3	0.515860
4	4	0.537138
4	5	0.559195
4	6	0.566303
4	7	0.441879
4	8	0.400958
4	9	0.371328
4	10	0.326448
4	11	0.304036

5	2	0.504378
5	3	0.520777
5	4	0.541590
5	5	0.573189
5	6	0.559788
5	7	0.445539
5	8	0.411420
5	9	0.381527
5	10	0.336103
5	11	0.316566

6	2	0.529127
6	3	0.544391
6	4	0.575649
6	5	0.584211
6	6	0.584508
6	7	0.533657
6	8	0.433187
6	9	0.405916
6	10	0.360439
6	11	0.336730

7	2	0.555205
7	3	0.581049
7	4	0.586786
7	5	0.608613
7	6	0.608001
7	7	0.561322
7	8	0.521452
7	9	0.423906
7	10	0.384179
7	11	0.359255

8	2	0.587421
8	3	0.589730
8	4	0.607208
8	5	0.628193
8	6	0.626155
8	7	0.566468
8	8	0.537392
8	9	0.507484
8	10	0.399110
8	11	0.376872

9	2	0.609276
9	3	0.622290
9	4	0.636883
9	5	0.655092
9	6	0.654420
9	7	0.591410
9	8	0.556953
9	9	0.529570
9	10	0.481194
9	11	0.417595

10	2	0.497461
10	3	0.513821
10	4	0.534743
10	5	0.555425
10	6	0.560332
10	7	0.445593
10	8	0.404939
10	9	0.374726
10	10	0.346640
10	11	0.300894

